Entry Name,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Barcode/QR1-Data,Barcode/QR1-Type,Barcode/QR2-Data,Barcode/QR2-Type,WO Date,Purchase date OverRide,Purchase Order Number,Work Order Number,Model/Part Number,Bar Code,Bar Code-BarcodeType,Sell price
Paper Towels 1 Roll,S73XAT0667,,,,,,,,221,units,,1.07,236.47,40-06125,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_D1GwOrWoV-X7M-s73UNgYIdvL0hmlM3__Km6-a75mkycRYTckm3Z1g==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0667,com.sortly.sortlyLabel,5.06E+13,org.ansi.Interleaved2of5,,,,,,,,1.45
Paper Towels 1 Roll,S73XAT0667,,,,,,,,300,units,,1.07,321,40-06125,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_zO9GxRK83XrNd4JdDrlyWy5NuazXRSEWGgFaGMA3s5TzGJsEh7DJ6w==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0667,com.sortly.sortlyLabel,5.06E+13,org.ansi.Interleaved2of5,,,,,,,,
Peep Hole and Chime,S73XAT0662,,,,,,,,12,units,,12.99,155.88,40-06135,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_h5AmUKb63-GRBx28XkdGJito9oESzRjo0hiGdMbSy4NDJsDIrqV5MQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Mch8JXlIWUbIakBvtIiyy3-e6_tsjrOLhT-cOOvl7K5jME_r5Tooqg==,,,,,,,,,7.50E+11,org.gs1.EAN-13,,,,,,,,23.75
"Pipe Elbow 90, 12"" Roughbrass",S73XAT0503,,,,,,,,77,units,,10,770,35-01085,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_AS8Vnk8CdIUrJe1zDPRBbKf30tlW9Lou3tDPZ-ct4tRr7grzNnRj3w==,https://lnk.sortly.co/v2/downloads/photo/v2_DWzkO2BPYNwFMUdti8pCU6UcIFQUZLd-PvI1TUbGlu6GUOICyJZGYw==,,,,,,,sy://o2/l_qrcode_us/S73XAT0503,com.sortly.sortlyLabel,7.53E+11,org.gs1.EAN-13,,,,,,,,13.5
"Pipe Elbow 90, 18"" Roughbrass",S73XAT0518,,,,,,,,88,units,,5.14,452.32,35-01086,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_scfowYikNzG4YrAosXuzD7uJugDFLbVPXRhcWApKyGlV4NgPn7XY2A==,https://lnk.sortly.co/v2/downloads/photo/v2_kh7MGLCPjBis7-DkxLBUYirZwfg04ML4VI8UZZxzyztsm35Cxu8DlA==,https://lnk.sortly.co/v2/downloads/photo/v2_QsDiSK596zxD-kQ_yfDTUkuDfQmPSdCv4gXOlk91nAgwQ14kP3n4LA==,,,,,,sy://o2/l_qrcode_us/S73XAT0518,com.sortly.sortlyLabel,7.53E+11,org.gs1.EAN-13,,,,,,,,10.95
"Pipe Elbow 90, 18"" Roughbrass",S73XAT0518,,,,,,,,125,units,,5.14,642.5,35-01086,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Pipe Elbow 90, 24"" Roughbrass",S73XAT0495,,,,,,,,25,units,,6.64,166,35-01087,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,8.96
"Pipe Elbow 90, 24"" Roughbrass",S73XAT0733,,,,,,,,24,units,,6.64,159.36,35-01087,,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0733,com.sortly.sortlyLabel,,,,,,,,,,8.96
"Plaster, white (25lb bags)",S73XAT0481,,,,,,,,20,units,,13.99,279.8,30-01100,PAINT,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Btta98aUFGpzvoQsdnXVy-TLreXvjLaOhQtJvO4xlXtqUkyIo4mUMg==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0481,com.sortly.sortlyLabel,81099004742,org.gs1.EAN-13,,,,,,,,18.89
"Plaster, white (25lb bags)",S73XAT0481,,,,,,,,5,units,,13.99,69.95,30-01100,PAINT,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_tFw3LdpCInxR2UKn50EsWZ_xJp6GkRgRgK2CaAxDux1lkp-nIK2QYw==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0481,com.sortly.sortlyLabel,81099004742,org.gs1.EAN-13,,,,,,70798103122,org.gs1.EAN-13,18.89
Plastic Covers 12' * 100',S73XAT0530,,,,,,,,91,units,,1.82,165.62,30-01200,PAINT,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0530,com.sortly.sortlyLabel,,,,,,,,,,2.46
"Plate, 2 Gang Wall Switch",S73XAT0497,,,,,,,,61,units,,1.25,76.25,20-00850,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_BUP542_nr3ULFokRXhh8Wg4_m3zVSuCEwKMvvy5eywX9JdJvTroAyA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0497,com.sortly.sortlyLabel,75877680518,org.gs1.EAN-13,,,,,,,,1.75
"Plate, A.C. (single, white)",S73XAT0452,,,,,,,,130,units,,0.69,89.7,20-00587,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_hPUaKva7htSb2fs8FSksQhQnNngcqN46GuQxXyST75xMgOfDm877ZQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0452,com.sortly.sortlyLabel,78477443408,org.gs1.EAN-13,,,,,,,,
"Plate, Combo Duplex and AC",S73XAT0463,,,,,,,,74,units,,1.65,122.1,20-00595,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_OtMeOPQ4UJ6Pu_1F9PsXbWaczQOk_skjTlhfruOAkMN_0gHdAgfOYA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0463,com.sortly.sortlyLabel,,,,,,,,,,
"Plate, Combo Switch and GFI",S73XAT0466,,,,,,,,0,units,,1.15,0,20-00596,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_xucYVBMCcRYiIsFzbqFMNNBkYJZ2RF_KGN25-zm4VdSgYU99MtK_dw==,,,,,,,,,,32664318504,org.gs1.EAN-13,,,,,,,,
"Plate, GFI (white)",S73XAT0455,,,,,,,,37,units,,0.79,29.23,20-00590,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_oevonLpOfFPaFYNdaoBzI96aURC2DBnBWEXPMKe3SXcDXHQWzuWrTQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0455,com.sortly.sortlyLabel,8.84E+11,org.gs1.EAN-13,,,,,,,,1.09
"Plate, Receptacle 2 gang (white)",S73XAT0460,,,,,,,,82,units,,1.05,86.1,20-00610,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_0hP7WpzuNOd6e1dqGJscWf1f0eZkLrV8rOsOfnF3bSqTMPmaeRA6zw==,,,,,,,,,,32664317903,org.gs1.EAN-13,,,,,,,,1.69
"Plate, Receptacle duplex (white)",S73XAT0482,,,,,,,,17,units,,0.29,4.93,20-00710,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_FbtkNObZnWULdtRDosOqHcjBzvpvZ9oBAKpyqT0mW1f1qD7_djD_ZA==,,,,,,,,,,32664751738,org.gs1.EAN-13,,,,,,,,
"Plate, Single wall toggle (white)",S73XAT0480,,,,,,,,155,units,,1.5,232.5,20-00810,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_LnEZ_OH20sHaPRbPpyvz7x_gqLMY3Htke0ERvPPQZoEyJqaxmje7pQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0480,com.sortly.sortlyLabel,32664751752,org.gs1.EAN-13,,,,,,9.29E+12,org.gs1.EAN-13,2.03
Plumbers Putty 1 Lb container,S73XAT0513,,,,,,,,17,units,,4.41,74.97,35-01090,PLUMBING,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0513,com.sortly.sortlyLabel,,,,,,,,,,5.95
Plywood 3/4,S73XAT0044,,,,,,,,2,units,,65.69,131.38,10-02700,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0044,com.sortly.sortlyLabel,,,,,,,,,,88.68
Plywood 3/4,S73XAT0044,,,,,,,,26,units,,65.69,1707.94,10-02700,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,88.68
Plywood 3/4,S73XAT0044,,,,,,,,19,units,,65.69,1248.11,10-02700,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,88.68
"Plywood, 3/8"" underlayment",S73XAT0049,,,,,,,,12,units,,52.19,626.28,10-02800,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,70.46
Pre hung Door 36x80,S73XAT0057,,,,,,,,5,units,,170.99,854.95,10-00900,"CARPENTRY, PRICE ITEM CHECK",<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0057,com.sortly.sortlyLabel,,,,,,,,,,
Pre hung door 34 x 80,S73XAT0013,,,,,,,,4,units,,165.5,662,10-00800,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0013,com.sortly.sortlyLabel,,,,,,,,,,223.43
"Pre hung door, 24x80",S73XAT0008,,,,,,,,0,units,,179.99,0,10-00400,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0008,com.sortly.sortlyLabel,,,,,,,,,,242.99
"Pre hung door, 24x80",S73XAT0008,,,,,,,,7,units,,179.99,1259.93,10-00400,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,242.99
"Pre hung door, 28x80",S73XAT0009,,,,,,,,1,units,,182.5,182.5,10-00500,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,246.38
"Pre hung door, 28x80",S73XAT0009,,,,,,,,3,units,,182.5,547.5,10-00500,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,246.38
"Pre hung door, 30 x80",S73XAT0012,,,,,,,,6,units,,185.5,1113,10-00600,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,250.43
"Pre hung door, 30 x80",S73XAT0012,,,,,,,,1,units,,185.5,185.5,10-00600,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,250.43
"Primer, Zinser Mildew",S73XAT0516,,,,,,,,5,units,,35.95,179.75,30-01900,"PAINT, UOM",<<Inventory>>,,,,,,,,,,,,,,,20066237912,org.gs1.EAN-13,,,,,,,,48.53
"Primer, Zinser Mildew",S73XAT0516,,,,,,,,17,units,,35.95,611.15,30-01900,PAINT,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,48.53
"Radiator, angle valve 1 1/4""",S73XAT0548,,,,,,,,84,units,,14.37,1207.08,35-01300,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,19.4
"Radiator,angle valve 1""",S73XAT0517,,,,,,,,11,units,,10.44,114.84,35-01200,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,14.09
"Rags, 25lb Box",S73XAT0682,,,,,,,,4,units,,15.49,61.96,40-06140,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_6bMUaBtI0RxipB0OxNt_cpm2aXK1_ZMIcbyxkitykRPn7VHYg4V0Qw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0682,com.sortly.sortlyLabel,,,,,,,,,,26.5
"Rags, 25lb Box",S73XAT0682,,,,,,,,2,units,,16.72,33.44,40-06140,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_thhB9SCFrkAmSZ6NY5xwFb8ZNGWwNSHE6HcWAShbiVaEehD6AYxHeQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0682,com.sortly.sortlyLabel,,,,,,,,,,26.5
"Rags, 25lb Box",S73XAT0682,,,,,,,,8,units,,15.49,123.92,40-06140,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_i6Ayz791oyXhmE5nO021bUb9geG1VVUqUVYc5YU1hAlH53Uruq_ang==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0682,com.sortly.sortlyLabel,,,,,,,,,,
"Reducing Strip, Metal 12'",S73XAT0047,,,,,,,,48,units,,22,1056,10-02900,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0047,com.sortly.sortlyLabel,,,,,,,,,,29.7
Rock Salt 50lbs,S73XAT0637,,,,,,,,20,units,,10.5,210,40-06150,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,17.55
"Saddle, Marble Entry 4x36",S73XAT0045,,,,,,,,18,units,6,29,522,10-03400,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,39.15
"Saddle, Marble Entry 6""x36""",S73XAT0060,,,,,,,,3,units,,26,78,10-03600,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0060,com.sortly.sortlyLabel,,,,,,,,,,
"Saddle,Wood 4""x37""",S73XAT0058,,,,,,,,4,units,,14.99,59.96,10-03700,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0058,com.sortly.sortlyLabel,,,,,,,,,,20.24
"Sand Paper, 5 each",S73XAT0489,,,,,,,,0,units,,0.8,0,30-01300,PAINT,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Sand, 25lbs",S73XAT0737,,,,,,,,22,units,,3.5,77,50-00400,,<<Inventory>>,,,,,,,,,,,,,sy://o2/m_qrcode_us/S73XAT0737,com.sortly.sortlyLabel,,,,,,,,,,
"Screws, Sheetrock 1 5/8"" per lb",S73XAT0052,,,,,,,,107,units,,5,535,10-03800,"CARPENTRY, UOM",<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_lCbk4lgWk1AJ9CZZMUQS9ywKo5gchRhqbWd4d6E596MgfQf019ETdQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0052,com.sortly.sortlyLabel,7.65E+11,org.gs1.EAN-13,,,,,,,,
"Screws, Sheetrock 2-1/2"" per lb",S73XAT0046,,,,,,,,109,units,,5,545,10-03900,"CARPENTRY, UOM",<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_OpPgHP8KauO5QtIVVPCTsut0MLjP_20W8Uj3NqHyavWgXqJEyyu6Bw==,,,,,,,,,,99212201381,org.gs1.EAN-13,,,,,,,,
"Screws, Sheetrock 3"" per lb",S73XAT0053,,,,,,,,10,units,,5,50,10-04000,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Mr9M7yyPT81iTHeD8dDYg1t7N1q_RBIeOmH8iiGAufNwROVkzt4fSg==,https://lnk.sortly.co/v2/downloads/photo/v2_Jo-WDpZONehubV42GFULgYlxYajDOdkJKbvS4NSVAbwnEY0RVDcypA==,,,,,,,,,7.65E+11,org.gs1.EAN-13,,,,,,,,
"Seats, Gerber",S73XAT0526,,,,,,,,110,units,,0.25,27.5,35-01350,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_cSbRuGmvoWWD6ttdu3uvPzZZOhArkTlAYnd4rcj2DDu1X3LLSPm8Bw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0526,com.sortly.sortlyLabel,1.08E+13,org.ansi.Interleaved2of5,,,,,,2.08E+13,org.ansi.Interleaved2of5,
"Sheetrock, White",S73XAT0054,,,,,,,,16,units,,12.89,206.24,10-04200,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_jijLRqJvlfM_xSP7TgpHDKrzwh-CMYicW6W5WaTjY4da7Ywc2s8uXA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0054,com.sortly.sortlyLabel,,,,,,,,,,17.4
"Sheetrock, White 5/8""",S73XAT0706,,,,,,,,0,units,,15.29,0,10-04220,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Sheetrock, Wonderboard",S73XAT0579,,,,,,,,7,units,,17.99,125.93,50-00500,TILE,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_oHBAzgdmds4wzim3T0dYAF7_pB4GoPQPIaH8Rs05eX3mqcEs4G_UWQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0579,com.sortly.sortlyLabel,81099040092,org.gs1.EAN-13,,,,,,,,
"Sheetrock, Wonderboard",S73XAT0579,,,,,,,,32,units,,17.99,575.68,50-00500,TILE,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
